,x,y,z,phi,theta,psi,v_cmd,idx
250,"[-156.0813446  -153.09033492 -150.102599   -147.11913573 -144.14107808
 -141.16972188 -138.20652016 -135.25307965 -132.31115459 -129.38252665
 -126.49710474 -123.75749844 -121.24566979 -119.12683578 -117.61015583
 -116.1060686 ]","[-106.85385895 -106.62378831 -106.35437322 -106.04124652 -105.68035511
 -105.26795024 -104.8005781  -104.27507255 -103.68854897 -103.038892
 -102.33343815 -101.60282609 -100.87849971 -100.22083188  -99.71157411
  -99.16619766]","[56.46702194 56.4385301  56.41198745 56.38511436 56.35825284 56.33135119
 56.30441402 56.27743579 56.25041116 56.22333433 56.19646817 56.17077571
 56.14706018 56.1269722  56.11276579 56.09947564]","[-0.34052843 -0.38286335 -0.42116957 -0.45583047 -0.48719296 -0.51557091
 -0.54124835 -0.56448225 -0.5855051  -0.58367563 -0.55538852 -0.51098659
 -0.46048198 -0.4122119  -0.37106551 -0.3357539 ]","[-0.01030028 -0.00872091 -0.00897026 -0.00894578 -0.00896186 -0.00897263
 -0.00898551 -0.00899997 -0.00901641 -0.00903475 -0.00905331 -0.00906855
 -0.00907433 -0.00903458 -0.00872877 -0.00789797]","[0.07070804 0.08309509 0.09701258 0.11236063 0.12904586 0.14698031
 0.16608081 0.1862685  0.20746855 0.22910703 0.25024347 0.27065002
 0.29044491 0.31104689 0.33634679 0.35894698]","[30.0000003  30.0000003  30.0000003  30.0000003  30.0000003  30.0000003
 30.00000029 30.00000027 30.00000019 29.70585054 28.35520531 26.14329438
 22.18684963 16.00000157 16.00000012]",1
251,"[-155.6463623  -152.65572689 -149.66845108 -146.68554504 -143.70815402
 -140.73758564 -137.77530432 -134.8229276  -131.88221993 -128.95495803
 -126.07439304 -123.33960332 -120.83232868 -118.71740754 -117.20140336
 -115.69789595]","[-106.79943848 -106.56455584 -106.29009854 -105.97171699 -105.60537514
 -105.18734098 -104.7141771  -104.18273361 -103.59014199 -102.93436078
 -102.22386658 -101.48891178 -100.7611258  -100.10103729  -99.58976975
  -99.0427958 ]","[56.48215103 56.45365788 56.4270167  56.4000594  56.37311085 56.34612178
 56.31909625 56.29202865 56.26491349 56.23774484 56.21081839 56.18506882
 56.16130123 56.14116998 56.12691391 56.11357762]","[-0.34281924 -0.38493616 -0.42304512 -0.45752755 -0.48872853 -0.51696036
 -0.54250557 -0.56561983 -0.5865344  -0.58215644 -0.55216869 -0.50688239
 -0.45615199 -0.40809023 -0.36734292 -0.33238556]","[-0.01026105 -0.00875972 -0.00899734 -0.00897482 -0.00899085 -0.00900192
 -0.00901512 -0.00902994 -0.0090468  -0.00906557 -0.00908455 -0.00910021
 -0.00910626 -0.00906638 -0.00875907 -0.00792539]","[0.07227572 0.08474434 0.09873807 0.1141574  0.13090923 0.14890587
 0.16806439 0.18830615 0.2095565  0.23118251 0.25223329 0.27249446
 0.29211304 0.3125158  0.33753484 0.35988856]","[30.0000003  30.0000003  30.0000003  30.0000003  30.0000003  30.0000003
 30.00000029 30.00000027 30.00000018 29.67070507 28.31990761 26.10916132
 22.15667988 16.00000154 16.00000012]",1
252,"[-155.21170044 -152.22145488 -149.23465715 -146.25232876 -143.27562742
 -140.30587269 -137.34454049 -134.39325933 -131.45380392 -128.52794557
 -125.65230184 -122.92238991 -120.41972264 -118.30875489 -116.79343424
 -115.29050815]","[-106.74423218 -106.50443947 -106.22483991 -105.90110168 -105.52920604
 -105.1054379  -104.62637651 -104.08888844 -103.49012151 -102.82810985
 -102.11249908 -101.37314113 -100.64185358  -99.97932289  -99.4660314
  -98.91746112]","[56.49723434 56.46874743 56.44200631 56.41496466 56.38792875 56.36085191
 56.33373766 56.30658029 56.27937415 56.25211322 56.22512646 56.19931977
 56.17550005 56.15532529 56.14101869 56.12763517]","[-0.34512827 -0.38702546 -0.4249356  -0.45923812 -0.49027633 -0.51836086
 -0.5437728  -0.56676646 -0.58757187 -0.58058206 -0.54885066 -0.50265088
 -0.4516749  -0.40380984 -0.36345996 -0.32887212]","[-0.01021567 -0.00879952 -0.00902438 -0.00900398 -0.00901994 -0.00903133
 -0.00904485 -0.00906005 -0.00907733 -0.00909656 -0.00911598 -0.00913208
 -0.00913843 -0.00909854 -0.00879009 -0.00795346]","[0.073876   0.08642698 0.10049769 0.11598897 0.13280805 0.15086749
 0.17008458 0.19038091 0.21168204 0.23329449 0.25425641 0.27436757
 0.29380395 0.31399988 0.33872759 0.36082489]","[30.0000003  30.0000003  30.0000003  30.0000003  30.0000003  30.0000003
 30.00000029 30.00000027 30.00000017 29.63524267 28.28428167 26.07471443
 22.12624224 16.00000152 16.00000012]",1
253,"[-154.77740479 -151.78753029 -148.80118771 -145.81940863 -142.84336254
 -139.87438021 -136.91394839 -133.9637059  -131.02543712 -128.10090809
 -125.23012066 -122.50501127 -120.00687352 -117.89979004 -116.38512436
 -114.88275956]","[-106.68824005 -106.44386091 -106.15945393 -105.83070418 -105.4536094
 -105.0244706  -104.5398829  -103.99672856 -103.39217091 -102.7243148
 -102.00396804 -101.26053258 -100.5259999   -99.86120344  -99.34598111
  -98.79587461]","[56.51227188 56.48383487 56.45698642 56.42986064 56.40273647 56.37557119
 56.34836755 56.32111979 56.2938221  56.26646838 56.23942128 56.21355741
 56.18968547 56.1694671  56.15510991 56.14167914]","[-0.34732328 -0.38901158 -0.42673272 -0.46086422 -0.49174768 -0.5196922
 -0.54497744 -0.56785647 -0.58855731 -0.57913859 -0.54578899 -0.49874058
 -0.44753441 -0.39985014 -0.35986874 -0.32562265]","[-0.01013494 -0.00884488 -0.00905089 -0.0090335  -0.00904926 -0.00906098
 -0.0090748  -0.00909036 -0.00910805 -0.0091277  -0.00914753 -0.00916404
 -0.00917067 -0.00913075 -0.00882113 -0.00798154]","[0.07537023 0.08799964 0.10214364 0.11770345 0.13458655 0.15270578
 0.17197864 0.19232693 0.21367637 0.23527721 0.25615954 0.27613445
 0.29540465 0.3154115  0.33987059 0.36173136]","[30.0000003  30.0000003  30.0000003  30.0000003  30.0000003  30.0000003
 30.00000029 30.00000027 30.00000016 29.59961232 28.24863306 26.04037468
 22.09598945 16.00000149 16.00000012]",1
254,"[-153.90974426 -150.9206348  -147.93522281 -144.95456117 -141.97984186
 -139.01241731 -136.05379503 -133.10563356 -130.16972144 -127.24775264
 -124.3866557  -121.67104429 -119.18177978 -117.08223027 -115.56861414
 -114.06707021]","[-106.57384491 -106.32029101 -106.02629892 -105.68758558 -105.30017974
 -104.86041279 -104.36490983 -103.81058274 -103.19469102 -102.51572519
 -101.78686942 -101.03640437 -100.29654243  -99.62827124  -99.10997068
  -98.55762554]","[56.54235077 56.51385904 56.48681888 56.45952118 56.43222073 56.40487813
 56.37749531 56.35006633 56.32258504 56.29504503 56.26787886 56.24190223
 56.21792732 56.1976229  56.18316456 56.16963932]","[-0.35140067 -0.39270096 -0.43007101 -0.46388483 -0.49448084 -0.52216526
 -0.54721516 -0.56988124 -0.58753593 -0.57390715 -0.53796004 -0.48973116
 -0.43841252 -0.39127825 -0.35211222 -0.31860426]","[-0.01009735 -0.00891711 -0.00910674 -0.00909223 -0.00910806 -0.00912038
 -0.00913484 -0.00915113 -0.00916968 -0.00919024 -0.00921088 -0.00922815
 -0.00923526 -0.00919519 -0.00888318 -0.00803768]","[0.07836543 0.09114085 0.10542132 0.12110871 0.13811102 0.15634155
 0.17571823 0.19616323 0.21753459 0.2389875  0.25961906 0.27925716
 0.29814909 0.31773967 0.34162065 0.36297249]","[30.0000003  30.0000003  30.0000003  30.0000003  30.0000003  30.0000003
 30.00000029 30.00000027 30.00000014 29.52652094 28.17565256 25.97038664
 22.03466096 16.00000144 16.00000012]",1
255,"[-153.47634888 -150.48765461 -147.50274853 -144.52269168 -141.54868818
 -138.58210162 -135.62445033 -132.67740307 -129.74274457 -126.8221065
 -123.96584266 -121.25494691 -118.7700638  -116.67421168 -115.16107139
 -113.65987478]","[-106.51542664 -106.25700379 -105.95793327 -105.61394814 -105.22109323
 -104.7757156  -104.27445585 -103.71424121 -103.09240724 -102.40774068
 -101.67462937 -100.92074553 -100.17837263  -99.50853619  -98.98884651
  -98.43555705]","[56.55728912 56.52900591 56.50183455 56.47445579 56.44706609 56.41963455
 56.39216167 56.36464154 56.33706779 56.30943386 56.28220737 56.25617368
 56.23214666 56.21179869 56.19728934 56.18371646]","[-0.35348442 -0.39458641 -0.43177703 -0.46542851 -0.49587762 -0.52342912
 -0.54835874 -0.570916   -0.58586941 -0.57030389 -0.53325843 -0.48462844
 -0.43340776 -0.38665989 -0.3479697  -0.31485595]","[-0.00988951 -0.0089814  -0.0091306  -0.0091223  -0.0091375  -0.00915024
 -0.00916502 -0.00918171 -0.00920073 -0.0092218  -0.00924286 -0.00926052
 -0.00926786 -0.0092277  -0.00891447 -0.00806599]","[0.07995657 0.09280678 0.10715716 0.12290989 0.13997326 0.1582608
 0.17769065 0.19818516 0.21954052 0.24086978 0.26133556 0.28077423
 0.2994531  0.31881535 0.34238768 0.3634688 ]","[30.0000003  30.0000003  30.0000003  30.0000003  30.0000003  30.0000003
 30.00000029 30.00000027 30.00000013 29.49023718 28.1393401  25.93556517
 22.00418824 16.00000142 16.00000012]",1
256,"[-153.04327393 -150.05501286 -147.07063309 -144.09120492 -141.11794481
 -138.15222786 -135.1955835  -132.24969098 -129.3163308  -126.39706919
 -123.54567249 -120.83952339 -118.35904625 -116.26690675 -114.7542489
 -113.25339862]","[-106.45617676 -106.1927782  -105.88851403 -105.5391342  -105.14070021
 -104.68957546 -104.18241665 -103.61616695 -102.98824064 -102.29772959
 -101.56024622 -100.8028497  -100.05789797  -99.38645748  -98.86536354
  -98.31113416]","[56.5721817  56.54404784 56.51675497 56.48929451 56.46181645 56.43429659
 56.40673428 56.37912361 56.35145797 56.32373065 56.29644452 56.27035445
 56.24627603 56.22588526 56.21132558 56.19770593]","[-0.35564879 -0.39654482 -0.43354908 -0.46703191 -0.49732844 -0.52474188
 -0.54954658 -0.57199079 -0.58415372 -0.56658932 -0.52840233 -0.47934269
 -0.42820279 -0.38183388 -0.34362241 -0.31092237]","[-0.00972947 -0.00903825 -0.0091553  -0.00915199 -0.00916673 -0.00917988
 -0.009195   -0.00921209 -0.0092316  -0.00925319 -0.00927467 -0.00929272
 -0.00930026 -0.00925991 -0.00894519 -0.00809379]","[0.08158216 0.09451017 0.10893328 0.124754   0.14188089 0.16022773
 0.17971289 0.20025891 0.22159804 0.24280036 0.26309481 0.28232704
 0.30078449 0.31990806 0.34315832 0.36395612]","[30.0000003  30.0000003  30.0000003  30.0000003  30.0000003  30.0000003
 30.00000029 30.00000027 30.00000011 29.45401143 28.10305597 25.9007549
 21.97371991 16.0000014  16.00000012]",1
257,"[-152.61047363 -149.62266896 -146.63884107 -143.66006953 -140.68758319
 -137.72276865 -134.76716642 -131.82246622 -128.89044376 -125.97259765
 -123.12615178 -120.42482768 -117.94882632 -115.86045612 -114.3482934
 -112.84779967]","[-106.39607239 -106.12753244 -105.81791618 -105.46299002 -105.05883185
 -104.60182107 -104.0886302  -103.51621809 -102.88207838 -102.18561098
 -101.44368135 -100.6827105   -99.93513123  -99.26205261  -98.73952192
  -98.18432685]","[56.58703613 56.55905863 56.5316434  56.50410143 56.47653501 56.44892682
 56.42127501 56.39357368 56.365816   56.33799509 56.31064983 56.28450387
 56.26037449 56.23994126 56.22533101 56.2116643 ]","[-0.35774421 -0.39844083 -0.43526466 -0.46858424 -0.49873304 -0.52601281
 -0.55069657 -0.57303134 -0.58236762 -0.56278831 -0.52345286 -0.47396188
 -0.42290511 -0.37692131 -0.33919709 -0.30691817]","[-0.00956394 -0.00909581 -0.00917987 -0.00918167 -0.00919596 -0.00920954
 -0.009225   -0.00924252 -0.00926253 -0.00928464 -0.00930656 -0.00932499
 -0.00933275 -0.00929224 -0.0089761  -0.00812176]","[0.08326463 0.0962681  0.11076173 0.12664837 0.14383686 0.1622412
 0.18177997 0.20237594 0.22369644 0.24476864 0.26488863 0.28391127
 0.3021439  0.32102489 0.34394846 0.36445868]","[30.0000003  30.0000003  30.0000003  30.0000003  30.0000003  30.0000003
 30.00000029 30.00000027 30.00000009 29.41726388 28.06626202 25.86547109
 21.94284887 16.00000138 16.00000012]",1
258,"[-151.74267578 -148.75576693 -145.77302552 -142.79554729 -139.8245859
 -136.86155071 -133.90800421 -130.96565691 -128.03627488 -125.12122286
 -122.28470728 -119.59304822 -117.12600543 -115.04517819 -113.53400665
 -112.03423536]","[-106.27241516 -105.994045   -105.6741595  -105.30855902 -104.89335524
 -104.42496063 -103.90008035 -103.31570552 -102.6694854  -101.96141648
 -101.2109055  -100.44301949  -99.69034163  -99.01407268  -98.48867939
  -97.93153367]","[56.61614227 56.5886494  56.56096404 56.53326274 56.50551908 56.47773437
 56.44990368 56.4220212  56.39407964 56.36607186 56.33861014 56.31235407
 56.28812422 56.26760715 56.25289572 56.23913465]","[-0.36209536 -0.40237792 -0.43882708 -0.47180765 -0.50164971 -0.52865192
 -0.55308454 -0.57519206 -0.5790363  -0.55554518 -0.51396062 -0.46359562
 -0.41265743 -0.36738475 -0.33058562 -0.29912619]","[-0.00909539 -0.00923119 -0.00922607 -0.00924147 -0.00925434 -0.00926882
 -0.00928497 -0.00930332 -0.00932431 -0.00934744 -0.00937018 -0.00938938
 -0.00939756 -0.00935679 -0.00903807 -0.00817783]","[0.08647571 0.09963623 0.11427667 0.13030053 0.14761723 0.16614125
 0.18579161 0.2064915  0.22778242 0.24860966 0.26840038 0.28702449
 0.30482694 0.32324103 0.3455329  0.36548581]","[30.0000003  30.0000003  30.0000003  30.0000003  30.0000003  30.0000003
 30.00000029 30.00000026 30.00000004 29.34301171 27.9921314  25.7945494
 21.88090168 16.00000133 16.00000012]",1
259,"[-151.30781555 -148.32133577 -145.3391138  -142.3622549  -139.39202449
 -136.42984294 -133.47728339 -130.53606639 -127.60795368 -124.69424729
 -121.86264144 -119.17575925 -116.71314811 -114.63606132 -113.12540029
 -111.62602377]","[-106.20888519 -105.92594324 -105.60126288 -105.23066173 -104.81026848
 -104.33651224 -103.80611456 -103.21608275 -102.56413899 -101.85055435
 -101.09599788 -100.32482311  -99.56968656  -98.89184084  -98.36498034
  -97.80677234]","[56.63056946 56.60316452 56.57536797 56.54758438 56.51975346 56.4918813
 56.46396211 56.43599002 56.40795757 56.37985747 56.35233904 56.32602939
 56.30175077 56.28119332 56.26643306 56.25262694]","[-0.36429643 -0.40436952 -0.44062916 -0.47343824 -0.50312513 -0.52998693
 -0.5542925  -0.57628507 -0.57759503 -0.55230582 -0.50968876 -0.45892564
 -0.40805131 -0.36312131 -0.32676122 -0.29566573]","[-0.00898517 -0.00928013 -0.00925164 -0.0092707  -0.00928331 -0.00929815
 -0.00931464 -0.00933338 -0.00935484 -0.00937844 -0.00940156 -0.00942108
 -0.00942939 -0.00938827 -0.00906766 -0.00820461]","[0.08796614 0.1012063  0.1159212  0.13201465 0.14939636 0.16798106
 0.18768801 0.20844057 0.22972237 0.25044172 0.27008785 0.28853568
 0.30614753 0.32435525 0.34636697 0.36607333]","[30.0000003  30.0000003  30.0000003  30.0000003  30.0000003  30.0000003
 30.00000029 30.00000026 30.         29.30594044 27.95525213 25.75936077
 21.85021623 16.00000131 16.00000012]",1
260,"[-150.87336731 -147.88731056 -144.90559938 -141.92934935 -138.95983715
 -135.99849396 -133.04690325 -130.10679538 -127.17992757 -124.26753958
 -121.44087078 -118.7587847  -116.30061768 -114.22727815 -112.71711191
 -111.21811395]","[-106.14452362 -105.85715451 -105.52782708 -105.15237606 -104.72694692
 -104.24798515 -103.71222845 -103.1167001  -102.45919372 -101.74024857
 -100.98181457 -100.20749609  -99.45002074  -98.77068984  -98.2424117
  -97.68318725]","[56.64499283 56.61758575 56.58969049 56.56182187 56.53390318 56.50594277
 56.47793433 56.4498719  56.42174783 56.39355473 56.36597972 56.33961657
 56.3152891  56.2946909  56.27988059 56.26602782]","[-0.36646235 -0.40632933 -0.44240246 -0.47504279 -0.50457699 -0.53130063
 -0.55548119 -0.57736063 -0.57619075 -0.54914253 -0.50550838 -0.45434151
 -0.40351077 -0.35889709 -0.32295437 -0.29222115]","[-0.00894672 -0.00931872 -0.00927905 -0.00929995 -0.00931256 -0.00932773
 -0.00934455 -0.00936368 -0.00938561 -0.00940967 -0.00943316 -0.00945302
 -0.00946152 -0.00942024 -0.00909829 -0.00823232]","[0.08940896 0.10272763 0.11751591 0.13367796 0.15112375 0.16976826
 0.18953096 0.21033544 0.23160862 0.25222301 0.2717291  0.29000543
 0.30743085 0.32543546 0.34716978 0.3666313 ]","[30.0000003  30.0000003  30.0000003  30.0000003  30.0000003  30.0000003
 30.00000029 30.00000026 29.99999994 29.26826181 27.91785768 25.72375192
 21.81921352 16.00000129 16.00000012]",1
261,"[-150.43933105 -147.45367428 -144.47244378 -141.49676741 -138.52793212
 -135.5673793  -132.61670219 -129.67764043 -126.75194697 -123.84080313
 -121.01901384 -118.34166227 -115.88788089 -113.81824152 -112.30855275
 -110.80992585]","[-106.07933044 -105.78785836 -105.45421553 -105.07425337 -104.64413344
 -104.16031703 -103.61955737 -103.01889305 -102.35618451 -101.63221967
 -100.87022155 -100.09301214  -99.33338536  -98.65268833  -98.12304639
  -97.56282781]","[56.65937424 56.63174711 56.60378545 56.57582713 56.54782149 56.51977287
 56.4916754  56.46352289 56.43530752 56.4070218  56.37939109 56.35297522
 56.32859959 56.30796114 56.29310094 56.27920161]","[-0.36854842 -0.40821688 -0.44411039 -0.47658819 -0.50597532 -0.5325659
 -0.55662605 -0.57839652 -0.57492408 -0.54624455 -0.5016645  -0.4501179
 -0.39932186 -0.35499766 -0.31944044 -0.28904162]","[-0.00908269 -0.00933151 -0.00931022 -0.00932862 -0.00934185 -0.00935724
 -0.00937439 -0.0093939  -0.00941626 -0.00944076 -0.00946458 -0.00948477
 -0.00949345 -0.00945204 -0.00912888 -0.00826   ]","[0.09074487 0.10413928 0.11899835 0.13522658 0.15273418 0.17143639
 0.19125287 0.21210742 0.23337437 0.25389331 0.27327331 0.29139411
 0.30864981 0.32646905 0.34794802 0.36718404]","[30.0000003  30.0000003  30.0000003  30.0000003  30.0000003  30.0000003
 30.00000029 30.00000026 29.99999986 29.2304083  27.8804185  25.68819698
 21.78831743 16.00000127 16.00000012]",1
262,"[-149.57223511 -146.58737678 -143.60710522 -140.63257335 -137.66508838
 -134.70611198 -131.75725678 -128.82028075 -125.89692795 -122.98826235
 -120.17626272 -117.50840084 -115.06340309 -113.00116992 -111.49243149
 -109.99454279]","[-105.94654083 -105.64705384 -105.30496614 -104.91616303 -104.4768386
 -103.98348602 -103.4328899  -102.82211985 -102.14916883 -101.41531405
 -100.646362    -99.86351171  -99.09968879  -98.4163325   -97.88398798
  -97.32179771]","[56.6880455  56.65992286 56.63183559 56.60369597 56.57551585 56.54729007
 56.51901379 56.49068037 56.46228165 56.43381001 56.40606845 56.37954763
 56.35507603 56.3343572  56.31939639 56.3054029 ]","[-0.3727594  -0.41202714 -0.44755806 -0.47970777 -0.50879803 -0.53511999
 -0.55893708 -0.58048594 -0.57247377 -0.54058153 -0.49412643 -0.44180898
 -0.39105299 -0.34727307 -0.31245993 -0.28272539]","[-0.00939848 -0.00935101 -0.00937373 -0.00938608 -0.0094007  -0.0094165
 -0.00943433 -0.00945457 -0.0094778  -0.00950316 -0.00952766 -0.00954849
 -0.00955755 -0.00951599 -0.00919072 -0.00831596]","[0.09335238 0.10690004 0.12190238 0.13826451 0.15589719 0.17471613
 0.19464142 0.21559722 0.23685414 0.2571879  0.27632313 0.2941405
 0.3110634  0.32851724 0.34949164 0.3682811 ]","[30.0000003  30.0000003  30.0000003  30.0000003  30.0000003  30.0000003
 30.00000029 30.00000026 29.99999947 29.15417479 27.80512614 25.61678312
 21.72632312 16.00000124 16.00000012]",1
263,"[-149.13926697 -146.15478563 -143.17497031 -140.20098459 -137.23414582
 -134.27592559 -131.32794602 -128.39197234 -125.46973726 -122.56224841
 -119.75508298 -117.09189965 -114.65122993 -112.5926486  -111.08437075
 -109.58684912]","[-105.87893677 -105.57572932 -105.22969917 -104.83674882 -104.39308899
 -103.89522918 -103.33997001 -102.72440504 -102.04662041 -101.30811925
 -100.53598506  -99.75056147  -98.98482702  -98.30025821  -97.76660972
  -97.20344219]","[56.70218277 56.67394569 56.64577483 56.61754662 56.589278   56.5609629
 56.53259646 56.50417185 56.47568076 56.44711548 56.41931832 56.3927448
 56.3682249  56.34746538 56.33245337 56.31841161]","[-0.3749254  -0.41398702 -0.44933143 -0.48131238 -0.51024995 -0.53643374
 -0.56012581 -0.58120739 -0.57115896 -0.5378535  -0.49059691 -0.43797722
 -0.38728305 -0.34378822 -0.30933865 -0.27990115]","[-0.00944925 -0.00937695 -0.00940345 -0.00941543 -0.00943034 -0.0094464
 -0.00946454 -0.00948514 -0.00950881 -0.00953457 -0.0095594  -0.00958056
 -0.00958984 -0.00954833 -0.0092224  -0.00834466]","[0.09455898 0.10818567 0.12326189 0.13969307 0.15739025 0.17626936
 0.19625075 0.21725041 0.23849284 0.25873472 0.27775563 0.29543414
 0.31220663 0.32949706 0.35024562 0.368836  ]","[30.0000003  30.0000003  30.0000003  30.0000003  30.0000003  30.0000003
 30.00000029 30.00000025 29.99999883 29.11597174 27.76750546 25.58119115
 21.69548417 16.00000122 16.00000012]",1
